generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
96,Agent_4-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: default cooperation,3,3
96,Agent_3-Agent_2,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,3,3
96,Agent_4-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
96,Agent_3-Agent_3,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
96,Agent_4-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
97,Agent_2-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Contrite Tit-for-Tat: mirroring opponent's last move,3,3
97,Agent_1-Agent_3,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
97,Agent_2-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: default cooperation,3,3
97,Agent_3-Agent_4,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,5,0
97,Agent_3-Agent_4,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
98,Agent_1-Agent_4,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Random strategy: unpredictable decision,3,3
98,Agent_3-Agent_0,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
98,Agent_1-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,3,3
98,Agent_1-Agent_2,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
98,Agent_2-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Tit-for-Tat: starting with cooperation,3,3
99,Agent_1-Agent_2,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Random strategy: unpredictable decision,3,3
99,Agent_1-Agent_3,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: starting with cooperation,3,3
99,Agent_1-Agent_1,C-D,0-5,Contrite Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,0,5
99,Agent_0-Agent_4,C-D,0-5,Grim Trigger: continuing cooperation,Random strategy: unpredictable decision,0,5
99,Agent_3-Agent_4,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: default cooperation,3,3
100,Agent_1-Agent_1,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
100,Agent_4-Agent_1,D-D,1-1,Random strategy: unpredictable decision,Always Defect strategy,1,1
100,Agent_4-Agent_1,C-C,3-3,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,3,3
100,Agent_3-Agent_0,D-C,5-0,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,5,0
100,Agent_2-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Random strategy: unpredictable decision,3,3
